model_id,brier_score,log_loss,average_precision,roc_auc
M0_GLOBAL_PREVALENCE,0.003405,0.03031,0.003222,0.5
M1-F1,0.0036999925211980904,0.031272274328324294,0.01663955890280348,0.8078017284032062
