baseline_id,review_rate,status,eligible_player_days,alert_count,alerts_per_100_player_days,positive_alert_days,represented_onsets,captured_onsets,event_capture_rate,false_alerts_per_captured_onset
M0_GLOBAL_PREVALENCE,0.01,NOT_ESTIMABLE_CONSTANT_SCORE,8690,0,0.0,0,5,0,0.0,
M0_GLOBAL_PREVALENCE,0.025,NOT_ESTIMABLE_CONSTANT_SCORE,8690,0,0.0,0,5,0,0.0,
M0_GLOBAL_PREVALENCE,0.05,NOT_ESTIMABLE_CONSTANT_SCORE,8690,0,0.0,0,5,0,0.0,
M0_RECENT_LOAD,0.01,ESTIMATED,8690,87,1.001150747986191,0,5,0,0.0,
M0_RECENT_LOAD,0.025,ESTIMATED,8690,218,2.5086306098964326,0,5,0,0.0,
M0_RECENT_LOAD,0.05,ESTIMATED,8690,435,5.005753739930955,0,5,0,0.0,
