baseline_id,method,metric,requested_iterations,valid_iterations,undefined_iterations,lower_95,median,upper_95
M0_GLOBAL_PREVALENCE,player_cluster_bootstrap,brier_score,500,500,0,0.0002927413312019972,0.003404219598717342,0.0073081782530043
M0_GLOBAL_PREVALENCE,player_cluster_bootstrap,average_precision,500,477,23,0.000804690194275204,0.003222094361334868,0.007265681771836998
M0_GLOBAL_PREVALENCE,temporal_week_block_bootstrap,brier_score,500,500,0,0.0014034213790608662,0.0032941314484957055,0.005617982603735681
M0_GLOBAL_PREVALENCE,temporal_week_block_bootstrap,average_precision,500,499,1,0.0012042370822950518,0.003108092552089329,0.005514172459525641
M0_RECENT_LOAD,player_cluster_bootstrap,brier_score,500,500,0,0.00044180314920398467,0.0035454165130081013,0.007497038155819922
M0_RECENT_LOAD,player_cluster_bootstrap,average_precision,500,481,19,0.0007281932181258209,0.003155368805095458,0.007330519816895654
M0_RECENT_LOAD,temporal_week_block_bootstrap,brier_score,500,500,0,0.0014589270088021021,0.003522131139698145,0.005672808718470297
M0_RECENT_LOAD,temporal_week_block_bootstrap,average_precision,500,499,1,0.0009858538294498958,0.0030389436548847026,0.0057729418402500555
