experiment_id,data_version,target,horizon_days,primary_episode_gap_days,sensitivity_episode_gap_days,selected_max_leaf_nodes,selected_learning_rate,selected_min_samples_leaf,selected_l2_regularization,selected_max_iter,grid_size,posthoc_calibration_selection,final_test_access
EXP-008,subjective_v1,injury_next_7d,7,3,1,7.0,0.01,200.0,10.0,50,16,false,false
