window,arm,player_days,positive_days,brier_score,log_loss,average_precision,roc_auc,mean_prediction,observed_rate,calibration_intercept,calibration_slope
fixed_validation_window,boosted,8690,28,0.003411488082766458,0.029117285876155505,0.013013461234069563,0.7083566975624237,0.016730135617303493,0.003222094361334868,-0.32360312489554455,1.346610905666067
fixed_validation_window,f1_logistic,8690,28,0.0036999925211981272,0.03127227432832438,0.01663955890280348,0.8078017284032062,0.020047632812281554,0.003222094361334868,-0.3736765034392265,1.4222051907706623
