fold_id,arm,training_positive_days,heldout_player_days,heldout_positive_days,brier_score,log_loss,average_precision,roc_auc,interpretation_role
RO1,boosted,197,4226,62,0.013936965076388077,0.07120944754792839,0.14022047612606317,0.856603064671067,estimable_development_fold
RO1,f1_logistic,197,4226,62,0.014093007432112946,0.07386032123192574,0.1994274234336076,0.8446883424746677,estimable_development_fold
RO2,boosted,265,4248,14,0.003589105871318531,0.03286713371973372,0.048627700026717756,0.8778088939874484,estimable_development_fold
RO2,f1_logistic,265,4248,14,0.0037033115846920543,0.03394304890888381,0.030986706817839632,0.845232471826709,estimable_development_fold
RO3,boosted,280,4141,28,0.006795930457596485,0.04276985200699359,0.023733009169151123,0.7112509117432531,estimable_development_fold
RO3,f1_logistic,280,4141,28,0.006781055974201256,0.04230302071776971,0.0426875756048424,0.8102184710499809,estimable_development_fold
RO4,boosted,308,4200,0,0.00024149262033360553,0.014317619445333442,,,temporal_stress_only
RO4,f1_logistic,308,4200,0,0.0007092785657789124,0.01782870072794959,,,temporal_stress_only
