model_id,review_rate,eligible_player_days,alert_count,alerts_per_100_player_days,positive_alert_days,represented_onsets,captured_onsets,event_capture_rate,false_alerts_per_captured_onset,arm
EXP-008-boosted,0.01,16815,169,1.0050550104073743,25,18,6,0.3333333333333333,24.0,boosted
EXP-008-boosted,0.025,16815,421,2.503716919417187,47,18,10,0.5555555555555556,37.4,boosted
EXP-008-boosted,0.05,16815,841,5.001486767766875,49,18,11,0.6111111111111112,72.0,boosted
EXP-008-f1_logistic,0.01,16815,169,1.0050550104073743,8,18,2,0.1111111111111111,80.5,f1_logistic
EXP-008-f1_logistic,0.025,16815,421,2.503716919417187,38,18,11,0.6111111111111112,34.81818181818182,f1_logistic
EXP-008-f1_logistic,0.05,16815,841,5.001486767766875,56,18,13,0.7222222222222222,60.38461538461539,f1_logistic
