missing_data_treatment,role,player_days,positive_days,brier_score,log_loss,average_precision,roc_auc,mean_prediction,observed_rate
imputed_matches_f1,primary_arm_reference,8690,28,0.003411488082766458,0.029117285876155505,0.013013461234069563,0.7083566975624237,0.016730135617303493,0.003222094361334868
native_missing_handling,missingness_sensitivity,8690,28,0.003413734986806458,0.02907776573808998,0.015358008863584533,0.7506885575749579,0.016762685417045124,0.003222094361334868
