window,arm,player_days,positive_days,brier_score,log_loss,average_precision,roc_auc,mean_prediction,observed_rate,calibration_intercept,calibration_slope
fixed_validation_window,cox,8690,28,0.0030990703860192723,0.09003841717208733,0.08194963260219962,0.6111566942639444,0.0016324458404164903,0.003222094361334868,-3.3770718639671555,0.09537959609165125
fixed_validation_window,f1_logistic,8690,28,0.0036999925211981272,0.03127227432832438,0.01663955890280348,0.8078017284032062,0.020047632812281554,0.003222094361334868,-0.3736765034392265,1.4222051907706623
