experiment_id,data_version,target,horizon_days,primary_episode_gap_days,sensitivity_episode_gap_days,selected_penalizer,l1_ratio,ties_method,time_scale,posthoc_calibration_selection,final_test_access
EXP-007,subjective_v1,injury_next_7d,7,3,1,10.0,0.0,efron,gap_time_since_previous_onset_or_post_burn_in_entry,false,false
