layer,relation,player_id,start_date,end_date,unique_dates,span_days,unobserved_span_days
gold,player_day_labels,TeamA-967090b2-87d4-476b-adba-56cfaf65ba87,2020-01-01,2021-12-31,731,731,0
gold,player_day_labels,TeamA-af719df9-3e6c-4ad4-9e8e-0c0c45f4f76a,2020-01-01,2021-12-31,731,731,0
gold,player_day_labels,TeamA-affd6f1d-b364-4700-98bf-8f20896e5ac4,2020-01-01,2021-12-31,731,731,0
gold,player_day_labels,TeamA-b58af410-da77-479e-b93c-e03617b9f36d,2020-01-01,2021-12-31,731,731,0
gold,player_day_labels,TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68,2020-01-01,2021-12-31,731,731,0
gold,player_day_labels,TeamA-c4ccf1a6-48c3-4a17-8d6c-eedd12e8680e,2020-01-01,2021-12-31,731,731,0
gold,player_day_labels,TeamA-c91a44bb-976c-421f-b146-f57e1e5b0846,2020-01-01,2021-12-31,731,731,0
gold,player_day_labels,TeamA-d7299614-fa73-4f69-b5e9-f913e3154ff6,2020-01-01,2021-12-31,731,731,0
gold,player_day_labels,TeamA-e920ae60-5c4b-4597-be27-fc6876dcec33,2020-01-01,2021-12-31,731,731,0
gold,player_day_labels,TeamA-ecdbd8ec-61a7-4131-97ec-3af76f621f65,2020-01-01,2021-12-31,731,731,0
gold,player_day_labels,TeamA-f20565cc-df22-46a7-aa97-af8ed00601d7,2020-01-01,2021-12-31,731,731,0
gold,player_day_labels,TeamB-08e35b7b-d2ad-411f-a0de-4e663f14c3c3,2020-01-01,2021-12-31,731,731,0
gold,player_day_labels,TeamB-29c5271b-5c46-455e-91ea-da2abfa8ff3c,2020-01-01,2021-12-31,731,731,0
gold,player_day_labels,TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5,2020-01-01,2021-12-31,731,731,0
gold,player_day_labels,TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952,2020-01-01,2021-12-31,731,731,0
gold,player_day_labels,TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf,2020-01-01,2021-12-31,731,731,0
gold,player_day_labels,TeamB-4b1e23d2-4204-4e16-9991-e0490649079b,2020-01-01,2021-12-31,731,731,0
gold,player_day_labels,TeamB-4d54416a-8e5f-42c0-8dd0-12700569908f,2020-01-01,2021-12-31,731,731,0
gold,player_day_labels,TeamB-5a921187-19c7-8df4-8f4f-f31e78de5857,2020-01-01,2021-12-31,731,731,0
gold,player_day_labels,TeamB-5eba590a-cecb-400f-a92e-08224c7e2e59,2020-01-01,2021-12-31,731,731,0
gold,player_day_labels,TeamB-6d568bee-175f-4dcb-9d3a-0f3e8f35de07,2020-01-01,2021-12-31,731,731,0
gold,player_day_labels,TeamB-70b74270-f655-43cc-a188-1ebc7a828b95,2020-01-01,2021-12-31,731,731,0
gold,player_day_labels,TeamB-789547e7-1325-4153-a98d-5ecd497f3668,2020-01-01,2021-12-31,731,731,0
gold,player_day_labels,TeamB-7ab47f4e-6eca-4793-880f-6a0dad3459c3,2020-01-01,2021-12-31,731,731,0
gold,player_day_labels,TeamB-7d41e602-eece-328b-ff7b-118e820865d6,2020-01-01,2021-12-31,731,731,0
gold,player_day_labels,TeamB-9c845827-99f9-47f4-977d-2200a107a013,2020-01-01,2021-12-31,731,731,0
gold,player_day_labels,TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc,2020-01-01,2021-12-31,731,731,0
gold,player_day_labels,TeamB-ab5ec6e5-b0f3-401e-8dc5-aa6c5070e255,2020-01-01,2021-12-31,731,731,0
gold,player_day_labels,TeamB-ab691983-3544-4a0e-8f70-db44d85cb907,2020-01-01,2021-12-31,731,731,0
gold,player_day_labels,TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f,2020-01-01,2021-12-31,731,731,0
gold,player_day_labels,TeamB-d9501f3a-aaa1-4311-8b8b-3a8d3f21480f,2020-01-01,2021-12-31,731,731,0
gold,player_day_labels,TeamB-e1f63352-01cb-4688-9486-5c6f1e5cf0cd,2020-01-01,2021-12-31,731,731,0
gold,player_day_labels,TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b,2020-01-01,2021-12-31,731,731,0
gold,player_day_labels,TeamB-f67673c0-d467-4832-9519-55133a2647e5,2020-01-01,2021-12-31,731,731,0
silver,game_performance_reports,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,2021-08-11,2021-09-26,3,47,44
silver,game_performance_reports,TeamA-2d44f941-2f24-4fc2-afa8-611a091f2e93,2020-06-20,2020-07-11,4,22,18
silver,game_performance_reports,TeamA-358603ef-b3a3-46b5-b80a-ad64e06b6592,2021-08-18,2021-10-13,6,57,51
silver,game_performance_reports,TeamA-4051bba7-1170-4c43-b912-8c38815a7625,2021-08-18,2021-11-13,11,88,77
silver,game_performance_reports,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,2021-08-25,2021-09-12,4,19,15
silver,game_performance_reports,TeamA-5a3be598-2f51-426f-95a5-b63d1d7c1b43,2021-08-22,2021-10-16,8,56,48
silver,game_performance_reports,TeamA-5cd7a61b-88b2-46d2-94f8-5a0d4f682d93,2021-04-17,2021-11-07,8,205,197
silver,game_performance_reports,TeamA-705923a2-378f-4f8e-8a29-464837b88cdc,2020-07-03,2021-08-21,3,415,412
silver,game_performance_reports,TeamA-78f2ae2c-caf7-47eb-9e84-521f7820182e,2021-10-02,2021-10-16,4,15,11
silver,game_performance_reports,TeamA-7a0fe0d4-c3f7-4ba1-8210-2ee9354d331e,2021-08-18,2021-10-16,10,60,50
silver,game_performance_reports,TeamA-82a0cc6a-a398-4c89-b5fb-34bc4b53dbea,2020-07-25,2020-11-10,16,109,93
silver,game_performance_reports,TeamA-967090b2-87d4-476b-adba-56cfaf65ba87,2021-08-21,2021-10-16,6,57,51
silver,game_performance_reports,TeamA-af719df9-3e6c-4ad4-9e8e-0c0c45f4f76a,2021-08-18,2021-10-09,5,53,48
silver,game_performance_reports,TeamA-affd6f1d-b364-4700-98bf-8f20896e5ac4,2021-08-18,2021-10-16,8,60,52
silver,game_performance_reports,TeamA-b58af410-da77-479e-b93c-e03617b9f36d,2021-08-18,2021-11-07,12,82,70
silver,game_performance_reports,TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68,2021-08-18,2021-10-22,13,66,53
silver,game_performance_reports,TeamA-c4ccf1a6-48c3-4a17-8d6c-eedd12e8680e,2021-08-18,2021-11-13,10,88,78
silver,game_performance_reports,TeamA-c91a44bb-976c-421f-b146-f57e1e5b0846,2021-09-25,2021-11-17,7,54,47
silver,game_performance_reports,TeamA-d7299614-fa73-4f69-b5e9-f913e3154ff6,2020-07-11,2020-11-07,5,120,115
silver,game_performance_reports,TeamA-ecdbd8ec-61a7-4131-97ec-3af76f621f65,2021-08-18,2021-11-07,9,82,73
silver,game_performance_reports,TeamA-f20565cc-df22-46a7-aa97-af8ed00601d7,2021-08-22,2021-11-13,9,84,75
silver,game_performance_reports,TeamB-08e35b7b-d2ad-411f-a0de-4e663f14c3c3,2021-09-11,2021-10-09,4,29,25
silver,game_performance_reports,TeamB-29c5271b-5c46-455e-91ea-da2abfa8ff3c,2020-08-12,2021-10-18,13,433,420
silver,game_performance_reports,TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5,2021-08-18,2021-10-17,8,61,53
silver,game_performance_reports,TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf,2021-08-07,2021-08-07,1,1,0
silver,game_performance_reports,TeamB-5eba590a-cecb-400f-a92e-08224c7e2e59,2021-08-18,2021-10-02,5,46,41
silver,game_performance_reports,TeamB-6d568bee-175f-4dcb-9d3a-0f3e8f35de07,2021-08-11,2021-11-07,14,89,75
silver,game_performance_reports,TeamB-70b74270-f655-43cc-a188-1ebc7a828b95,2021-08-18,2021-10-17,10,61,51
silver,game_performance_reports,TeamB-789547e7-1325-4153-a98d-5ecd497f3668,2021-10-02,2021-10-17,3,16,13
silver,game_performance_reports,TeamB-7ab47f4e-6eca-4793-880f-6a0dad3459c3,2021-08-15,2021-08-15,1,1,0
silver,game_performance_reports,TeamB-7d41e602-eece-328b-ff7b-118e820865d6,2021-10-02,2021-10-31,4,30,26
silver,game_performance_reports,TeamB-ab5ec6e5-b0f3-401e-8dc5-aa6c5070e255,2021-10-02,2021-10-09,2,8,6
silver,game_performance_reports,TeamB-ab691983-3544-4a0e-8f70-db44d85cb907,2021-08-14,2021-10-17,11,65,54
silver,game_performance_reports,TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f,2021-10-10,2021-11-07,4,29,25
silver,game_performance_reports,TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b,2021-10-02,2021-10-17,3,16,13
silver,game_performance_reports,TeamB-f67673c0-d467-4832-9519-55133a2647e5,2021-08-29,2021-10-14,3,47,44
silver,illness_reports,TeamA-3e5f6e2b-46b7-4890-84a9-3bbb2649af5a,2020-08-11,2021-12-09,7,486,479
silver,illness_reports,TeamA-affd6f1d-b364-4700-98bf-8f20896e5ac4,2020-09-16,2020-09-16,1,1,0
silver,illness_reports,TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f,2021-10-25,2021-11-10,4,17,13
silver,illness_reports,TeamB-f67673c0-d467-4832-9519-55133a2647e5,2021-09-12,2021-09-14,3,3,0
silver,injury_episodes,TeamA-3e5f6e2b-46b7-4890-84a9-3bbb2649af5a,2020-03-21,2021-11-03,14,593,579
silver,injury_episodes,TeamA-4051bba7-1170-4c43-b912-8c38815a7625,2020-03-21,2020-11-08,24,233,209
silver,injury_episodes,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,2020-04-29,2020-10-16,3,171,168
silver,injury_episodes,TeamA-5a5b135d-d146-4b4c-b3da-efcd4d203f95,2020-06-26,2020-08-08,2,44,42
silver,injury_episodes,TeamA-5cd7a61b-88b2-46d2-94f8-5a0d4f682d93,2020-03-20,2021-09-16,9,546,537
silver,injury_episodes,TeamA-74afe68c-f348-414c-9754-6d6f9df12587,2020-03-22,2021-09-16,3,544,541
silver,injury_episodes,TeamA-82a0cc6a-a398-4c89-b5fb-34bc4b53dbea,2020-09-05,2020-09-05,1,1,0
silver,injury_episodes,TeamA-affd6f1d-b364-4700-98bf-8f20896e5ac4,2020-03-20,2020-03-20,1,1,0
silver,injury_episodes,TeamA-b58af410-da77-479e-b93c-e03617b9f36d,2020-03-20,2020-03-20,1,1,0
silver,injury_episodes,TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68,2020-03-20,2020-04-15,4,27,23
silver,injury_episodes,TeamA-c4ccf1a6-48c3-4a17-8d6c-eedd12e8680e,2020-05-18,2021-01-27,4,255,251
silver,injury_episodes,TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952,2020-01-26,2020-02-07,3,13,10
silver,injury_episodes,TeamB-7ab47f4e-6eca-4793-880f-6a0dad3459c3,2021-10-05,2021-10-05,1,1,0
silver,injury_episodes,TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f,2020-01-26,2020-01-26,1,1,0
silver,injury_episodes,TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b,2020-01-14,2020-01-23,2,10,8
silver,injury_reports,TeamA-3e5f6e2b-46b7-4890-84a9-3bbb2649af5a,2020-03-21,2021-11-03,27,593,566
silver,injury_reports,TeamA-4051bba7-1170-4c43-b912-8c38815a7625,2020-03-21,2020-11-08,46,233,187
silver,injury_reports,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,2020-04-29,2020-10-16,3,171,168
silver,injury_reports,TeamA-5a5b135d-d146-4b4c-b3da-efcd4d203f95,2020-06-26,2020-08-08,3,44,41
silver,injury_reports,TeamA-5cd7a61b-88b2-46d2-94f8-5a0d4f682d93,2020-03-20,2021-09-16,45,546,501
silver,injury_reports,TeamA-74afe68c-f348-414c-9754-6d6f9df12587,2020-03-22,2021-09-16,4,544,540
silver,injury_reports,TeamA-82a0cc6a-a398-4c89-b5fb-34bc4b53dbea,2020-09-05,2020-09-05,1,1,0
silver,injury_reports,TeamA-affd6f1d-b364-4700-98bf-8f20896e5ac4,2020-03-20,2020-03-20,1,1,0
silver,injury_reports,TeamA-b58af410-da77-479e-b93c-e03617b9f36d,2020-03-20,2020-03-20,1,1,0
silver,injury_reports,TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68,2020-03-20,2020-04-15,8,27,19
silver,injury_reports,TeamA-c4ccf1a6-48c3-4a17-8d6c-eedd12e8680e,2020-05-18,2021-01-27,8,255,247
silver,injury_reports,TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952,2020-01-26,2020-02-07,4,13,9
silver,injury_reports,TeamB-7ab47f4e-6eca-4793-880f-6a0dad3459c3,2021-10-05,2021-10-05,1,1,0
silver,injury_reports,TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f,2020-01-26,2020-01-26,1,1,0
silver,injury_reports,TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b,2020-01-14,2020-01-23,3,10,7
silver,player_registry,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamA-2d44f941-2f24-4fc2-afa8-611a091f2e93,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamA-32fed4b3-d7fc-482d-ba21-c46c58f015b5,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamA-358603ef-b3a3-46b5-b80a-ad64e06b6592,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamA-3e5f6e2b-46b7-4890-84a9-3bbb2649af5a,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamA-4051bba7-1170-4c43-b912-8c38815a7625,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamA-5a3be598-2f51-426f-95a5-b63d1d7c1b43,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamA-5a5b135d-d146-4b4c-b3da-efcd4d203f95,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamA-5cd7a61b-88b2-46d2-94f8-5a0d4f682d93,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamA-67961019-dbb5-464b-839e-08e5896c2c42,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamA-705923a2-378f-4f8e-8a29-464837b88cdc,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamA-74afe68c-f348-414c-9754-6d6f9df12587,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamA-78f2ae2c-caf7-47eb-9e84-521f7820182e,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamA-7a0fe0d4-c3f7-4ba1-8210-2ee9354d331e,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamA-82a0cc6a-a398-4c89-b5fb-34bc4b53dbea,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamA-967090b2-87d4-476b-adba-56cfaf65ba87,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamA-af719df9-3e6c-4ad4-9e8e-0c0c45f4f76a,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamA-affd6f1d-b364-4700-98bf-8f20896e5ac4,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamA-b58af410-da77-479e-b93c-e03617b9f36d,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamA-c4ccf1a6-48c3-4a17-8d6c-eedd12e8680e,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamA-c91a44bb-976c-421f-b146-f57e1e5b0846,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamA-d7299614-fa73-4f69-b5e9-f913e3154ff6,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamA-e920ae60-5c4b-4597-be27-fc6876dcec33,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamA-ecdbd8ec-61a7-4131-97ec-3af76f621f65,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamA-f20565cc-df22-46a7-aa97-af8ed00601d7,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamB-08e35b7b-d2ad-411f-a0de-4e663f14c3c3,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamB-29c5271b-5c46-455e-91ea-da2abfa8ff3c,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamB-4b1e23d2-4204-4e16-9991-e0490649079b,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamB-4d54416a-8e5f-42c0-8dd0-12700569908f,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamB-5a921187-19c7-8df4-8f4f-f31e78de5857,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamB-5eba590a-cecb-400f-a92e-08224c7e2e59,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamB-6d568bee-175f-4dcb-9d3a-0f3e8f35de07,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamB-70b74270-f655-43cc-a188-1ebc7a828b95,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamB-789547e7-1325-4153-a98d-5ecd497f3668,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamB-7ab47f4e-6eca-4793-880f-6a0dad3459c3,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamB-7d41e602-eece-328b-ff7b-118e820865d6,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamB-9c845827-99f9-47f4-977d-2200a107a013,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamB-ab5ec6e5-b0f3-401e-8dc5-aa6c5070e255,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamB-ab691983-3544-4a0e-8f70-db44d85cb907,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamB-d9501f3a-aaa1-4311-8b8b-3a8d3f21480f,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamB-e1f63352-01cb-4688-9486-5c6f1e5cf0cd,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b,2020-01-01,2021-12-31,731,731,0
silver,player_registry,TeamB-f67673c0-d467-4832-9519-55133a2647e5,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamA-2d44f941-2f24-4fc2-afa8-611a091f2e93,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamA-32fed4b3-d7fc-482d-ba21-c46c58f015b5,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamA-358603ef-b3a3-46b5-b80a-ad64e06b6592,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamA-3e5f6e2b-46b7-4890-84a9-3bbb2649af5a,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamA-4051bba7-1170-4c43-b912-8c38815a7625,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamA-5a3be598-2f51-426f-95a5-b63d1d7c1b43,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamA-5a5b135d-d146-4b4c-b3da-efcd4d203f95,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamA-5cd7a61b-88b2-46d2-94f8-5a0d4f682d93,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamA-67961019-dbb5-464b-839e-08e5896c2c42,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamA-705923a2-378f-4f8e-8a29-464837b88cdc,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamA-74afe68c-f348-414c-9754-6d6f9df12587,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamA-78f2ae2c-caf7-47eb-9e84-521f7820182e,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamA-7a0fe0d4-c3f7-4ba1-8210-2ee9354d331e,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamA-82a0cc6a-a398-4c89-b5fb-34bc4b53dbea,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamA-967090b2-87d4-476b-adba-56cfaf65ba87,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamA-af719df9-3e6c-4ad4-9e8e-0c0c45f4f76a,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamA-affd6f1d-b364-4700-98bf-8f20896e5ac4,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamA-b58af410-da77-479e-b93c-e03617b9f36d,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamA-c4ccf1a6-48c3-4a17-8d6c-eedd12e8680e,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamA-c91a44bb-976c-421f-b146-f57e1e5b0846,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamA-d7299614-fa73-4f69-b5e9-f913e3154ff6,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamA-e920ae60-5c4b-4597-be27-fc6876dcec33,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamA-ecdbd8ec-61a7-4131-97ec-3af76f621f65,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamA-f20565cc-df22-46a7-aa97-af8ed00601d7,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamB-08e35b7b-d2ad-411f-a0de-4e663f14c3c3,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamB-29c5271b-5c46-455e-91ea-da2abfa8ff3c,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamB-4b1e23d2-4204-4e16-9991-e0490649079b,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamB-4d54416a-8e5f-42c0-8dd0-12700569908f,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamB-5a921187-19c7-8df4-8f4f-f31e78de5857,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamB-5eba590a-cecb-400f-a92e-08224c7e2e59,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamB-6d568bee-175f-4dcb-9d3a-0f3e8f35de07,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamB-70b74270-f655-43cc-a188-1ebc7a828b95,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamB-789547e7-1325-4153-a98d-5ecd497f3668,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamB-7ab47f4e-6eca-4793-880f-6a0dad3459c3,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamB-7d41e602-eece-328b-ff7b-118e820865d6,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamB-9c845827-99f9-47f4-977d-2200a107a013,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamB-ab5ec6e5-b0f3-401e-8dc5-aa6c5070e255,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamB-ab691983-3544-4a0e-8f70-db44d85cb907,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamB-d9501f3a-aaa1-4311-8b8b-3a8d3f21480f,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamB-e1f63352-01cb-4688-9486-5c6f1e5cf0cd,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b,2020-01-01,2021-12-31,731,731,0
silver,training_load_daily,TeamB-f67673c0-d467-4832-9519-55133a2647e5,2020-01-01,2021-12-31,731,731,0
silver,training_sessions,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,2021-06-09,2021-12-31,141,206,65
silver,training_sessions,TeamA-2d44f941-2f24-4fc2-afa8-611a091f2e93,2020-03-20,2021-12-31,418,652,234
silver,training_sessions,TeamA-32fed4b3-d7fc-482d-ba21-c46c58f015b5,2020-03-24,2021-11-16,349,603,254
silver,training_sessions,TeamA-358603ef-b3a3-46b5-b80a-ad64e06b6592,2020-07-06,2021-12-31,437,544,107
silver,training_sessions,TeamA-3e5f6e2b-46b7-4890-84a9-3bbb2649af5a,2020-03-21,2021-12-23,228,643,415
silver,training_sessions,TeamA-4051bba7-1170-4c43-b912-8c38815a7625,2020-03-21,2021-11-13,511,603,92
silver,training_sessions,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,2020-03-23,2021-12-18,297,636,339
silver,training_sessions,TeamA-5a3be598-2f51-426f-95a5-b63d1d7c1b43,2020-03-21,2021-12-30,557,650,93
silver,training_sessions,TeamA-5a5b135d-d146-4b4c-b3da-efcd4d203f95,2020-06-10,2021-12-31,449,570,121
silver,training_sessions,TeamA-5cd7a61b-88b2-46d2-94f8-5a0d4f682d93,2020-03-21,2021-12-15,475,635,160
silver,training_sessions,TeamA-67961019-dbb5-464b-839e-08e5896c2c42,2020-06-13,2021-05-19,225,341,116
silver,training_sessions,TeamA-705923a2-378f-4f8e-8a29-464837b88cdc,2020-06-25,2021-10-23,339,486,147
silver,training_sessions,TeamA-74afe68c-f348-414c-9754-6d6f9df12587,2020-03-20,2021-12-31,475,652,177
silver,training_sessions,TeamA-78f2ae2c-caf7-47eb-9e84-521f7820182e,2020-01-29,2021-12-31,357,703,346
silver,training_sessions,TeamA-7a0fe0d4-c3f7-4ba1-8210-2ee9354d331e,2021-06-10,2021-12-31,96,205,109
silver,training_sessions,TeamA-82a0cc6a-a398-4c89-b5fb-34bc4b53dbea,2020-07-29,2021-12-31,273,521,248
silver,training_sessions,TeamA-967090b2-87d4-476b-adba-56cfaf65ba87,2021-02-03,2021-12-31,201,332,131
silver,training_sessions,TeamA-af719df9-3e6c-4ad4-9e8e-0c0c45f4f76a,2020-03-21,2021-12-31,501,651,150
silver,training_sessions,TeamA-affd6f1d-b364-4700-98bf-8f20896e5ac4,2020-03-20,2021-12-30,373,651,278
silver,training_sessions,TeamA-b58af410-da77-479e-b93c-e03617b9f36d,2020-03-20,2021-12-31,476,652,176
silver,training_sessions,TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68,2020-01-28,2021-12-14,541,687,146
silver,training_sessions,TeamA-c4ccf1a6-48c3-4a17-8d6c-eedd12e8680e,2020-03-21,2021-12-30,290,650,360
