player_id,team_id,training_positive_days,player_days,positive_days,prevalence,brier_score,log_loss,average_precision,roc_auc,metric_support,model_fit_status,convergence_warning_count
TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,TeamA,308,512.0,0.0,0.0,0.00006068358622683803,0.007794335840020719,,,zero_positive_support,fitted,0
TeamA-2d44f941-2f24-4fc2-afa8-611a091f2e93,TeamA,308,512.0,0.0,0.0,0.0001584082311564944,0.012012710409372135,,,zero_positive_support,fitted,0
TeamA-32fed4b3-d7fc-482d-ba21-c46c58f015b5,TeamA,308,512.0,0.0,0.0,0.0001230270143095544,0.010559021505788885,,,zero_positive_support,fitted,0
TeamA-358603ef-b3a3-46b5-b80a-ad64e06b6592,TeamA,308,512.0,0.0,0.0,0.00009630080698797373,0.009594123766078277,,,zero_positive_support,fitted,0
TeamA-3e5f6e2b-46b7-4890-84a9-3bbb2649af5a,TeamA,251,482.0,57.0,0.11825726141078838,0.11595004199601423,0.5650496862144634,0.10978578503549105,0.43739938080495355,estimable,fitted,0
TeamA-4051bba7-1170-4c43-b912-8c38815a7625,TeamA,215,438.0,93.0,0.21232876712328766,0.2059685475484034,0.9054908630517174,0.25292332967950215,0.4785569580800997,estimable,fitted,0
TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,TeamA,287,509.0,21.0,0.0412573673870334,0.040437495492114076,0.19407339215100697,0.035473083544843166,0.444672131147541,estimable,fitted,0
TeamA-5a3be598-2f51-426f-95a5-b63d1d7c1b43,TeamA,308,512.0,0.0,0.0,0.00022756251897717677,0.013486135089763738,,,zero_positive_support,fitted,0
TeamA-5a5b135d-d146-4b4c-b3da-efcd4d203f95,TeamA,294,509.0,14.0,0.0275049115913556,0.026913872145636394,0.13015714945327053,0.08015516495186342,0.8028860028860029,estimable,fitted,0
TeamA-5cd7a61b-88b2-46d2-94f8-5a0d4f682d93,TeamA,272,458.0,36.0,0.07860262008733625,0.07571419468277682,0.33000561214197305,0.5505610635704079,0.7571748288572934,estimable,fitted,0
TeamA-67961019-dbb5-464b-839e-08e5896c2c42,TeamA,308,512.0,0.0,0.0,0.0000632673260900387,0.007888578472593874,,,zero_positive_support,fitted,0
TeamA-705923a2-378f-4f8e-8a29-464837b88cdc,TeamA,308,512.0,0.0,0.0,0.00007533042905003072,0.008361100920546153,,,zero_positive_support,fitted,0
TeamA-74afe68c-f348-414c-9754-6d6f9df12587,TeamA,294,509.0,14.0,0.0275049115913556,0.029047459881237518,0.14859885378923107,0.02988569659832907,0.42958152958152956,estimable,fitted,0
TeamA-78f2ae2c-caf7-47eb-9e84-521f7820182e,TeamA,308,512.0,0.0,0.0,0.00007836618346580956,0.008714775536024526,,,zero_positive_support,fitted,0
TeamA-7a0fe0d4-c3f7-4ba1-8210-2ee9354d331e,TeamA,308,512.0,0.0,0.0,0.00006448671408292828,0.008008736824308044,,,zero_positive_support,fitted,0
TeamA-82a0cc6a-a398-4c89-b5fb-34bc4b53dbea,TeamA,301,511.0,7.0,0.0136986301369863,0.013464594097510545,0.06815959268068203,0.029761908794245964,0.7553854875283447,estimable,fitted,0
TeamA-967090b2-87d4-476b-adba-56cfaf65ba87,TeamA,308,512.0,0.0,0.0,0.00005186571909897938,0.007113526181984209,,,zero_positive_support,fitted,0
TeamA-af719df9-3e6c-4ad4-9e8e-0c0c45f4f76a,TeamA,308,512.0,0.0,0.0,0.00007047247657435963,0.008150270537640732,,,zero_positive_support,fitted,0
TeamA-affd6f1d-b364-4700-98bf-8f20896e5ac4,TeamA,301,511.0,7.0,0.0136986301369863,0.013663029595515134,0.07885742029046779,0.014028056112224449,0.15773809523809523,estimable,fitted,0
TeamA-b58af410-da77-479e-b93c-e03617b9f36d,TeamA,301,511.0,7.0,0.0136986301369863,0.01391135540054657,0.08718522569757886,0.0136986301369863,0.04365079365079366,estimable,fitted,0
TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68,TeamA,286,501.0,22.0,0.043912175648702596,0.042606789048096255,0.1986054810303093,0.0795516656675356,0.5217783260580755,estimable,fitted,0
TeamA-c4ccf1a6-48c3-4a17-8d6c-eedd12e8680e,TeamA,284,502.0,24.0,0.04780876494023904,0.04626809931571164,0.21084350669914145,0.1577751841711264,0.7145223152022315,estimable,fitted,0
TeamA-c91a44bb-976c-421f-b146-f57e1e5b0846,TeamA,308,512.0,0.0,0.0,0.0000620023284884565,0.007905320601862333,,,zero_positive_support,fitted,0
TeamA-d7299614-fa73-4f69-b5e9-f913e3154ff6,TeamA,308,512.0,0.0,0.0,0.00015934874587588774,0.010983564373065876,,,zero_positive_support,fitted,0
TeamA-e920ae60-5c4b-4597-be27-fc6876dcec33,TeamA,308,512.0,0.0,0.0,0.00012334707087205098,0.010693473598420183,,,zero_positive_support,fitted,0
TeamA-ecdbd8ec-61a7-4131-97ec-3af76f621f65,TeamA,308,512.0,0.0,0.0,0.00019226634734103822,0.013088951111317384,,,zero_positive_support,fitted,0
TeamA-f20565cc-df22-46a7-aa97-af8ed00601d7,TeamA,308,512.0,0.0,0.0,0.0002533570339472014,0.014934302651178614,,,zero_positive_support,fitted,0
TeamB-08e35b7b-d2ad-411f-a0de-4e663f14c3c3,TeamB,308,512.0,0.0,0.0,0.00006200232848845747,0.007905320601862444,,,zero_positive_support,fitted,0
TeamB-29c5271b-5c46-455e-91ea-da2abfa8ff3c,TeamB,308,512.0,0.0,0.0,0.0001509086460214124,0.01158870097463843,,,zero_positive_support,fitted,0
TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5,TeamB,308,512.0,0.0,0.0,0.00012143605364751673,0.010728700190235523,,,zero_positive_support,fitted,0
TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952,TeamB,302,508.0,6.0,0.011811023622047244,0.01192550166058681,0.07509046081620922,0.007132066298399575,0.05278884462151393,estimable,fitted,0
TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf,TeamB,308,512.0,0.0,0.0,0.000068575284739815,0.00828280723184558,,,zero_positive_support,fitted,0
TeamB-4b1e23d2-4204-4e16-9991-e0490649079b,TeamB,308,512.0,0.0,0.0,0.00007230193545125954,0.00837890910705055,,,zero_positive_support,fitted,0
TeamB-4d54416a-8e5f-42c0-8dd0-12700569908f,TeamB,308,512.0,0.0,0.0,0.00007464554189702721,0.008512738408571478,,,zero_positive_support,fitted,0
TeamB-5a921187-19c7-8df4-8f4f-f31e78de5857,TeamB,308,512.0,0.0,0.0,0.0000620023284884565,0.007905320601862333,,,zero_positive_support,fitted,0
TeamB-5eba590a-cecb-400f-a92e-08224c7e2e59,TeamB,308,512.0,0.0,0.0,0.00013798154956947588,0.010734076832340168,,,zero_positive_support,fitted,0
TeamB-6d568bee-175f-4dcb-9d3a-0f3e8f35de07,TeamB,308,512.0,0.0,0.0,0.0000620023284884565,0.007905320601862333,,,zero_positive_support,fitted,0
TeamB-70b74270-f655-43cc-a188-1ebc7a828b95,TeamB,308,512.0,0.0,0.0,0.00012490957260392926,0.010815888606589838,,,zero_positive_support,fitted,0
TeamB-789547e7-1325-4153-a98d-5ecd497f3668,TeamB,308,512.0,0.0,0.0,0.00005171853447626519,0.006922044790511433,,,zero_positive_support,fitted,0
TeamB-7ab47f4e-6eca-4793-880f-6a0dad3459c3,TeamB,308,512.0,0.0,0.0,0.00021731970262807472,0.011303220567156727,,,zero_positive_support,fitted,0
TeamB-7d41e602-eece-328b-ff7b-118e820865d6,TeamB,308,512.0,0.0,0.0,0.00005612595120154668,0.007452015033730535,,,zero_positive_support,fitted,0
TeamB-9c845827-99f9-47f4-977d-2200a107a013,TeamB,308,512.0,0.0,0.0,0.00006775080688585889,0.007977471974602452,,,zero_positive_support,fitted,0
TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc,TeamB,308,512.0,0.0,0.0,0.0002859863628674952,0.01543578648745874,,,zero_positive_support,fitted,0
TeamB-ab5ec6e5-b0f3-401e-8dc5-aa6c5070e255,TeamB,308,512.0,0.0,0.0,0.0006299894570101798,0.0200108901966351,,,zero_positive_support,fitted,0
TeamB-ab691983-3544-4a0e-8f70-db44d85cb907,TeamB,308,512.0,0.0,0.0,0.00019996489553322699,0.012363910704313355,,,zero_positive_support,fitted,0
TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f,TeamB,308,512.0,0.0,0.0,0.0002283295306737908,0.014767422116854638,,,zero_positive_support,fitted,0
TeamB-d9501f3a-aaa1-4311-8b8b-3a8d3f21480f,TeamB,308,512.0,0.0,0.0,0.00017883890603873016,0.011289492241410501,,,zero_positive_support,fitted,0
TeamB-e1f63352-01cb-4688-9486-5c6f1e5cf0cd,TeamB,308,512.0,0.0,0.0,0.00007191193434230998,0.008268020133281396,,,zero_positive_support,fitted,0
TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b,TeamB,308,512.0,0.0,0.0,0.001156272279949135,0.03220668154853169,,,zero_positive_support,fitted,0
TeamB-f67673c0-d467-4832-9519-55133a2647e5,TeamB,308,512.0,0.0,0.0,0.00006459949332714881,0.008048217506825352,,,zero_positive_support,fitted,0
