model_id,brier_score,log_loss,average_precision,roc_auc
M0_GLOBAL_PREVALENCE,0.003405,0.03031,0.003222,0.5
M1-F2,0.0037128834913312046,0.03137804224468822,0.016376559546332686,0.8078924365867335
