feature_left,feature_right,pairwise_count,pearson,spearman,abs_spearman
session_duration_sum_14d,session_duration_minutes,36550,0.6707095035220338,0.705823971940978,0.705823971940978
session_duration_minutes,session_duration_sum_28d,36550,0.6313981220380546,0.670577926583973,0.670577926583973
session_duration_sum_28d,session_duration_minutes,36550,0.6313981220380546,0.670577926583973,0.670577926583973
session_duration_minutes,session_srpe_sum_3d,36550,0.7581048104257486,0.7834921573555427,0.7834921573555427
session_srpe_sum_3d,session_duration_minutes,36550,0.7581048104257486,0.7834921573555427,0.7834921573555427
session_duration_minutes,session_srpe_sum_7d,36550,0.6957809895839459,0.7289292811908488,0.7289292811908488
session_srpe_sum_7d,session_duration_minutes,36550,0.6957809895839459,0.7289292811908488,0.7289292811908488
session_duration_minutes,session_srpe_sum_14d,36550,0.6580025219334396,0.6941265352928871,0.6941265352928871
session_srpe_sum_14d,session_duration_minutes,36550,0.6580025219334396,0.6941265352928871,0.6941265352928871
session_duration_minutes,session_srpe_sum_28d,36550,0.6200793391204797,0.6602266180197214,0.6602266180197214
session_srpe_sum_28d,session_duration_minutes,36550,0.6200793391204797,0.6602266180197214,0.6602266180197214
session_duration_minutes,fatigue_mean_3d,20188,0.06398335019539747,0.061367924162458815,0.061367924162458815
fatigue_mean_3d,session_duration_minutes,20188,0.06398335019539747,0.061367924162458815,0.061367924162458815
session_duration_minutes,fatigue_mean_7d,21477,0.05990948694831809,0.058518036630317655,0.058518036630317655
fatigue_mean_7d,session_duration_minutes,21477,0.05990948694831809,0.058518036630317655,0.058518036630317655
session_duration_minutes,fatigue_mean_14d,22572,0.05916608332451789,0.05578054475249028,0.05578054475249028
fatigue_mean_14d,session_duration_minutes,22572,0.05916608332451789,0.05578054475249028,0.05578054475249028
session_duration_minutes,fatigue_mean_28d,23819,0.061704331658084144,0.05636894114026353,0.05636894114026353
fatigue_mean_28d,session_duration_minutes,23819,0.061704331658084144,0.05636894114026353,0.05636894114026353
session_duration_minutes,readiness_mean_3d,20190,0.10343118260540672,0.0950488836124523,0.0950488836124523
readiness_mean_3d,session_duration_minutes,20190,0.10343118260540672,0.0950488836124523,0.0950488836124523
session_duration_minutes,readiness_mean_7d,21480,0.09161733296791741,0.08981823331498114,0.08981823331498114
readiness_mean_7d,session_duration_minutes,21480,0.09161733296791741,0.08981823331498114,0.08981823331498114
session_duration_minutes,readiness_mean_14d,22579,0.08307302413960634,0.08721699675295737,0.08721699675295737
readiness_mean_14d,session_duration_minutes,22579,0.08307302413960634,0.08721699675295737,0.08721699675295737
session_duration_minutes,readiness_mean_28d,23815,0.07531449937530134,0.08524233176051751,0.08524233176051751
readiness_mean_28d,session_duration_minutes,23815,0.07531449937530134,0.08524233176051751,0.08524233176051751
session_duration_minutes,daily_load_baseline_mean_prior,36500,0.41312838065832364,0.47034009090811696,0.47034009090811696
daily_load_baseline_mean_prior,session_duration_minutes,36500,0.41312838065832364,0.47034009090811696,0.47034009090811696
session_duration_minutes,daily_load_zscore_prior,27598,0.6064720874244414,0.844724716778118,0.844724716778118
daily_load_zscore_prior,session_duration_minutes,27598,0.6064720874244414,0.844724716778118,0.844724716778118
session_duration_minutes,fatigue_baseline_mean_prior,27327,0.056370954556719116,0.037164547233893924,0.037164547233893924
fatigue_baseline_mean_prior,session_duration_minutes,27327,0.056370954556719116,0.037164547233893924,0.037164547233893924
session_duration_minutes,fatigue_zscore_prior,16806,0.07950375755893803,0.06016858586230955,0.06016858586230955
fatigue_zscore_prior,session_duration_minutes,16806,0.07950375755893803,0.06016858586230955,0.06016858586230955
session_duration_minutes,readiness_baseline_mean_prior,27323,0.003231748763920121,0.012250014198430114,0.012250014198430114
readiness_baseline_mean_prior,session_duration_minutes,27323,0.003231748763920121,0.012250014198430114,0.012250014198430114
session_duration_minutes,readiness_zscore_prior,16858,0.178859661072273,0.16906639764509301,0.16906639764509301
readiness_zscore_prior,session_duration_minutes,16858,0.178859661072273,0.16906639764509301,0.16906639764509301
session_duration_minutes,wellness_report_present,36550,0.590998086456561,0.6370648575776495,0.6370648575776495
wellness_report_present,session_duration_minutes,36550,0.590998086456561,0.6370648575776495,0.6370648575776495
session_duration_minutes,session_recorded,36550,0.8913557279706169,0.961993122271381,0.961993122271381
session_recorded,session_duration_minutes,36550,0.8913557279706169,0.961993122271381,0.961993122271381
session_duration_minutes,daily_load_log1p,36550,0.9295774446565235,0.9869385719660747,0.9869385719660747
daily_load_log1p,session_duration_minutes,36550,0.9295774446565235,0.9869385719660747,0.9869385719660747
session_duration_minutes,session_duration_minutes_log1p,36550,0.9355990917985354,1.0,1.0
session_duration_minutes_log1p,session_duration_minutes,36550,0.9355990917985354,1.0,1.0
session_duration_minutes,session_srpe_log1p,36550,0.930118379796919,0.9879933785285309,0.9879933785285309
session_srpe_log1p,session_duration_minutes,36550,0.930118379796919,0.9879933785285309,0.9879933785285309
session_duration_minutes,daily_load_sum_3d_log1p,36550,0.7035356097182455,0.782732226695208,0.782732226695208
daily_load_sum_3d_log1p,session_duration_minutes,36550,0.7035356097182455,0.782732226695208,0.782732226695208
session_duration_minutes,daily_load_sum_7d_log1p,36550,0.640629060696372,0.7278194051109371,0.7278194051109371
daily_load_sum_7d_log1p,session_duration_minutes,36550,0.640629060696372,0.7278194051109371,0.7278194051109371
session_duration_minutes,daily_load_sum_14d_log1p,36550,0.6013027928994686,0.6930861348794357,0.6930861348794357
daily_load_sum_14d_log1p,session_duration_minutes,36550,0.6013027928994686,0.6930861348794357,0.6930861348794357
session_duration_minutes,daily_load_sum_28d_log1p,36550,0.5624072616664848,0.6591994083968208,0.6591994083968208
daily_load_sum_28d_log1p,session_duration_minutes,36550,0.5624072616664848,0.6591994083968208,0.6591994083968208
session_duration_minutes,session_duration_sum_3d_log1p,36550,0.7151620789183244,0.8041112048094878,0.8041112048094878
session_duration_sum_3d_log1p,session_duration_minutes,36550,0.7151620789183244,0.8041112048094878,0.8041112048094878
session_duration_minutes,session_duration_sum_7d_log1p,36550,0.6499292744046092,0.7431334745467548,0.7431334745467548
session_duration_sum_7d_log1p,session_duration_minutes,36550,0.6499292744046092,0.7431334745467548,0.7431334745467548
session_duration_minutes,session_duration_sum_14d_log1p,36550,0.6105782085251178,0.705823971940978,0.705823971940978
session_duration_sum_14d_log1p,session_duration_minutes,36550,0.6105782085251178,0.705823971940978,0.705823971940978
session_duration_minutes,session_duration_sum_28d_log1p,36550,0.5718805810485674,0.670577926583973,0.670577926583973
session_duration_sum_28d_log1p,session_duration_minutes,36550,0.5718805810485674,0.670577926583973,0.670577926583973
session_duration_minutes,session_srpe_sum_3d_log1p,36550,0.7036807821905496,0.7834921573555427,0.7834921573555427
session_srpe_sum_3d_log1p,session_duration_minutes,36550,0.7036807821905496,0.7834921573555427,0.7834921573555427
session_duration_minutes,session_srpe_sum_7d_log1p,36550,0.6407177001854323,0.7289292811908488,0.7289292811908488
session_srpe_sum_7d_log1p,session_duration_minutes,36550,0.6407177001854323,0.7289292811908488,0.7289292811908488
session_duration_minutes,session_srpe_sum_14d_log1p,36550,0.601326428085796,0.6941265352928871,0.6941265352928871
session_srpe_sum_14d_log1p,session_duration_minutes,36550,0.601326428085796,0.6941265352928871,0.6941265352928871
session_duration_minutes,session_srpe_sum_28d_log1p,36550,0.5624111130387459,0.6602266180197214,0.6602266180197214
session_srpe_sum_28d_log1p,session_duration_minutes,36550,0.5624111130387459,0.6602266180197214,0.6602266180197214
session_srpe,session_srpe,36550,1.0,1.0,1.0
session_srpe,daily_load_sum_3d,36550,0.7441665629332076,0.7857486144283341,0.7857486144283341
daily_load_sum_3d,session_srpe,36550,0.7441665629332076,0.7857486144283341,0.7857486144283341
session_srpe,daily_load_sum_7d,36550,0.6676587563351318,0.729396904446392,0.729396904446392
daily_load_sum_7d,session_srpe,36550,0.6676587563351318,0.729396904446392,0.729396904446392
session_srpe,daily_load_sum_14d,36550,0.622950049926832,0.6929567844777138,0.6929567844777138
daily_load_sum_14d,session_srpe,36550,0.622950049926832,0.6929567844777138,0.6929567844777138
session_srpe,daily_load_sum_28d,36550,0.5827802474258403,0.6585909592381927,0.6585909592381927
daily_load_sum_28d,session_srpe,36550,0.5827802474258403,0.6585909592381927,0.6585909592381927
session_srpe,session_duration_sum_3d,36550,0.7274367016538887,0.7938207652534602,0.7938207652534602
session_duration_sum_3d,session_srpe,36550,0.7274367016538887,0.7938207652534602,0.7938207652534602
session_srpe,session_duration_sum_7d,36550,0.6520458518065033,0.7329819549143188,0.7329819549143188
session_duration_sum_7d,session_srpe,36550,0.6520458518065033,0.7329819549143188,0.7329819549143188
session_srpe,session_duration_sum_14d,36550,0.6107571031776977,0.695891431200098,0.695891431200098
session_duration_sum_14d,session_srpe,36550,0.6107571031776977,0.695891431200098,0.695891431200098
session_srpe,session_duration_sum_28d,36550,0.5733428240893604,0.6613205436617969,0.6613205436617969
session_duration_sum_28d,session_srpe,36550,0.5733428240893604,0.6613205436617969,0.6613205436617969
session_srpe,session_srpe_sum_3d,36550,0.7470765725416977,0.7862088313801006,0.7862088313801006
session_srpe_sum_3d,session_srpe,36550,0.7470765725416977,0.7862088313801006,0.7862088313801006
session_srpe,session_srpe_sum_7d,36550,0.6693805471598299,0.7301140681318359,0.7301140681318359
session_srpe_sum_7d,session_srpe,36550,0.6693805471598299,0.7301140681318359,0.7301140681318359
session_srpe,session_srpe_sum_14d,36550,0.624355989826188,0.6936171696326819,0.6936171696326819
session_srpe_sum_14d,session_srpe,36550,0.624355989826188,0.6936171696326819,0.6936171696326819
session_srpe,session_srpe_sum_28d,36550,0.5840963962481385,0.6592852763603525,0.6592852763603525
session_srpe_sum_28d,session_srpe,36550,0.5840963962481385,0.6592852763603525,0.6592852763603525
session_srpe,fatigue_mean_3d,20188,0.04719642914930582,0.04609465985533234,0.04609465985533234
fatigue_mean_3d,session_srpe,20188,0.04719642914930582,0.04609465985533234,0.04609465985533234
session_srpe,fatigue_mean_7d,21477,0.03410976040495332,0.035199458025957184,0.035199458025957184
fatigue_mean_7d,session_srpe,21477,0.03410976040495332,0.035199458025957184,0.035199458025957184
session_srpe,fatigue_mean_14d,22572,0.03185971222438446,0.032385752082109455,0.032385752082109455
fatigue_mean_14d,session_srpe,22572,0.03185971222438446,0.032385752082109455,0.032385752082109455
session_srpe,fatigue_mean_28d,23819,0.03249243456614041,0.03263212765200571,0.03263212765200571
fatigue_mean_28d,session_srpe,23819,0.03249243456614041,0.03263212765200571,0.03263212765200571
session_srpe,readiness_mean_3d,20190,0.1026005116238273,0.09241637721806019,0.09241637721806019
readiness_mean_3d,session_srpe,20190,0.1026005116238273,0.09241637721806019,0.09241637721806019
session_srpe,readiness_mean_7d,21480,0.08236769985992334,0.07899189151941735,0.07899189151941735
readiness_mean_7d,session_srpe,21480,0.08236769985992334,0.07899189151941735,0.07899189151941735
session_srpe,readiness_mean_14d,22579,0.07280315457102934,0.0755703364927094,0.0755703364927094
readiness_mean_14d,session_srpe,22579,0.07280315457102934,0.0755703364927094,0.0755703364927094
session_srpe,readiness_mean_28d,23815,0.06426561130116155,0.07306268848108047,0.07306268848108047
readiness_mean_28d,session_srpe,23815,0.06426561130116155,0.07306268848108047,0.07306268848108047
session_srpe,daily_load_baseline_mean_prior,36500,0.39775660766717863,0.47844268414453495,0.47844268414453495
daily_load_baseline_mean_prior,session_srpe,36500,0.39775660766717863,0.47844268414453495,0.47844268414453495
session_srpe,daily_load_zscore_prior,27598,0.6375192270972446,0.8620981285882288,0.8620981285882288
daily_load_zscore_prior,session_srpe,27598,0.6375192270972446,0.8620981285882288,0.8620981285882288
session_srpe,fatigue_baseline_mean_prior,27327,0.02904884312964633,0.01668990946674058,0.01668990946674058
fatigue_baseline_mean_prior,session_srpe,27327,0.02904884312964633,0.01668990946674058,0.01668990946674058
session_srpe,fatigue_zscore_prior,16806,0.08693359057508689,0.07760926915903632,0.07760926915903632
fatigue_zscore_prior,session_srpe,16806,0.08693359057508689,0.07760926915903632,0.07760926915903632
session_srpe,readiness_baseline_mean_prior,27323,-0.0022404145626921416,0.004441357070268065,0.004441357070268065
readiness_baseline_mean_prior,session_srpe,27323,-0.0022404145626921416,0.004441357070268065,0.004441357070268065
session_srpe,readiness_zscore_prior,16858,0.200782384163559,0.1945950229996168,0.1945950229996168
readiness_zscore_prior,session_srpe,16858,0.200782384163559,0.1945950229996168,0.1945950229996168
session_srpe,wellness_report_present,36550,0.5420656469577954,0.634782640289728,0.634782640289728
wellness_report_present,session_srpe,36550,0.5420656469577954,0.634782640289728,0.634782640289728
session_srpe,session_recorded,36550,0.8202515052055471,0.9610115825532782,0.9610115825532782
session_recorded,session_srpe,36550,0.8202515052055471,0.9610115825532782,0.9610115825532782
session_srpe,daily_load_log1p,36550,0.8833421293101105,0.9991975283233818,0.9991975283233818
daily_load_log1p,session_srpe,36550,0.8833421293101105,0.9991975283233818,0.9991975283233818
session_srpe,session_duration_minutes_log1p,36550,0.868607079858869,0.987993378528531,0.987993378528531
session_duration_minutes_log1p,session_srpe,36550,0.868607079858869,0.987993378528531,0.987993378528531
session_srpe,session_srpe_log1p,36550,0.8838133333907277,1.0,1.0
session_srpe_log1p,session_srpe,36550,0.8838133333907277,1.0,1.0
session_srpe,daily_load_sum_3d_log1p,36550,0.6564814324259282,0.7857486144283341,0.7857486144283341
daily_load_sum_3d_log1p,session_srpe,36550,0.6564814324259282,0.7857486144283341,0.7857486144283341
session_srpe,daily_load_sum_7d_log1p,36550,0.5942148693271188,0.729396904446392,0.729396904446392
daily_load_sum_7d_log1p,session_srpe,36550,0.5942148693271188,0.729396904446392,0.729396904446392
session_srpe,daily_load_sum_14d_log1p,36550,0.5561822346176964,0.6929567844777138,0.6929567844777138
daily_load_sum_14d_log1p,session_srpe,36550,0.5561822346176964,0.6929567844777138,0.6929567844777138
session_srpe,daily_load_sum_28d_log1p,36550,0.5193395796463804,0.6585909592381927,0.6585909592381927
daily_load_sum_28d_log1p,session_srpe,36550,0.5193395796463804,0.6585909592381927,0.6585909592381927
session_srpe,session_duration_sum_3d_log1p,36550,0.6590937612559992,0.7938207652534602,0.7938207652534602
session_duration_sum_3d_log1p,session_srpe,36550,0.6590937612559992,0.7938207652534602,0.7938207652534602
session_srpe,session_duration_sum_7d_log1p,36550,0.5976462537562216,0.7329819549143188,0.7329819549143188
session_duration_sum_7d_log1p,session_srpe,36550,0.5976462537562216,0.7329819549143188,0.7329819549143188
session_srpe,session_duration_sum_14d_log1p,36550,0.5608003265145757,0.695891431200098,0.695891431200098
session_duration_sum_14d_log1p,session_srpe,36550,0.5608003265145757,0.695891431200098,0.695891431200098
session_srpe,session_duration_sum_28d_log1p,36550,0.524847511064164,0.6613205436617969,0.6613205436617969
session_duration_sum_28d_log1p,session_srpe,36550,0.524847511064164,0.6613205436617969,0.6613205436617969
session_srpe,session_srpe_sum_3d_log1p,36550,0.6565260727181639,0.7862088313801006,0.7862088313801006
session_srpe_sum_3d_log1p,session_srpe,36550,0.6565260727181639,0.7862088313801006,0.7862088313801006
session_srpe,session_srpe_sum_7d_log1p,36550,0.5941940335405453,0.7301140681318359,0.7301140681318359
session_srpe_sum_7d_log1p,session_srpe,36550,0.5941940335405453,0.7301140681318359,0.7301140681318359
session_srpe,session_srpe_sum_14d_log1p,36550,0.5561012284408686,0.6936171696326819,0.6936171696326819
session_srpe_sum_14d_log1p,session_srpe,36550,0.5561012284408686,0.6936171696326819,0.6936171696326819
session_srpe,session_srpe_sum_28d_log1p,36550,0.5192486562217254,0.6592852763603525,0.6592852763603525
session_srpe_sum_28d_log1p,session_srpe,36550,0.5192486562217254,0.6592852763603525,0.6592852763603525
daily_load_sum_3d,daily_load_sum_3d,36550,1.0,1.0,1.0
daily_load_sum_3d,daily_load_sum_7d,36550,0.8927550204815128,0.9218450350204798,0.9218450350204798
daily_load_sum_7d,daily_load_sum_3d,36550,0.8927550204815128,0.9218450350204798,0.9218450350204798
daily_load_sum_3d,daily_load_sum_14d,36550,0.8376447081212982,0.8754507264411225,0.8754507264411225
daily_load_sum_14d,daily_load_sum_3d,36550,0.8376447081212982,0.8754507264411225,0.8754507264411225
daily_load_sum_3d,daily_load_sum_28d,36550,0.7860146550419251,0.8312967029854664,0.8312967029854664
daily_load_sum_28d,daily_load_sum_3d,36550,0.7860146550419251,0.8312967029854664,0.8312967029854664
daily_load_sum_3d,session_duration_sum_3d,36550,0.9639931535971625,0.9826815076147597,0.9826815076147597
session_duration_sum_3d,daily_load_sum_3d,36550,0.9639931535971625,0.9826815076147597,0.9826815076147597
daily_load_sum_3d,session_duration_sum_7d,36550,0.8682164978140852,0.9095628006348724,0.9095628006348724
session_duration_sum_7d,daily_load_sum_3d,36550,0.8682164978140852,0.9095628006348724,0.9095628006348724
daily_load_sum_3d,session_duration_sum_14d,36550,0.8176618178753051,0.8658409220213128,0.8658409220213128
session_duration_sum_14d,daily_load_sum_3d,36550,0.8176618178753051,0.8658409220213128,0.8658409220213128
daily_load_sum_3d,session_duration_sum_28d,36550,0.7694265382079288,0.823648120529982,0.823648120529982
session_duration_sum_28d,daily_load_sum_3d,36550,0.7694265382079288,0.823648120529982,0.823648120529982
daily_load_sum_3d,session_srpe_sum_3d,36550,0.9963992428173656,0.9989908417796168,0.9989908417796168
session_srpe_sum_3d,daily_load_sum_3d,36550,0.9963992428173656,0.9989908417796168,0.9989908417796168
daily_load_sum_3d,session_srpe_sum_7d,36550,0.8906491729982094,0.9212988909245087,0.9212988909245087
session_srpe_sum_7d,daily_load_sum_3d,36550,0.8906491729982094,0.9212988909245087,0.9212988909245087
daily_load_sum_3d,session_srpe_sum_14d,36550,0.8360338037243805,0.8750919329475334,0.8750919329475334
session_srpe_sum_14d,daily_load_sum_3d,36550,0.8360338037243805,0.8750919329475334,0.8750919329475334
daily_load_sum_3d,session_srpe_sum_28d,36550,0.7848462962662164,0.8312745302215229,0.8312745302215229
session_srpe_sum_28d,daily_load_sum_3d,36550,0.7848462962662164,0.8312745302215229,0.8312745302215229
daily_load_sum_3d,fatigue_mean_3d,20188,-0.004116080319365159,-0.007284562389218344,0.007284562389218344
fatigue_mean_3d,daily_load_sum_3d,20188,-0.004116080319365159,-0.007284562389218344,0.007284562389218344
daily_load_sum_3d,fatigue_mean_7d,21477,0.015156979386264154,0.012493144633201923,0.012493144633201923
fatigue_mean_7d,daily_load_sum_3d,21477,0.015156979386264154,0.012493144633201923,0.012493144633201923
daily_load_sum_3d,fatigue_mean_14d,22572,0.02214698441421918,0.01951169587778682,0.01951169587778682
fatigue_mean_14d,daily_load_sum_3d,22572,0.02214698441421918,0.01951169587778682,0.01951169587778682
daily_load_sum_3d,fatigue_mean_28d,23819,0.027583492640604414,0.024276594309323628,0.024276594309323628
fatigue_mean_28d,daily_load_sum_3d,23819,0.027583492640604414,0.024276594309323628,0.024276594309323628
daily_load_sum_3d,readiness_mean_3d,20190,0.10148986961440146,0.08154395408843075,0.08154395408843075
readiness_mean_3d,daily_load_sum_3d,20190,0.10148986961440146,0.08154395408843075,0.08154395408843075
daily_load_sum_3d,readiness_mean_7d,21480,0.09776295760692609,0.09075459333001358,0.09075459333001358
readiness_mean_7d,daily_load_sum_3d,21480,0.09776295760692609,0.09075459333001358,0.09075459333001358
daily_load_sum_3d,readiness_mean_14d,22579,0.08835320990291246,0.09274463544311963,0.09274463544311963
readiness_mean_14d,daily_load_sum_3d,22579,0.08835320990291246,0.09274463544311963,0.09274463544311963
daily_load_sum_3d,readiness_mean_28d,23815,0.0766765837272531,0.09179903131366089,0.09179903131366089
readiness_mean_28d,daily_load_sum_3d,23815,0.0766765837272531,0.09179903131366089,0.09179903131366089
daily_load_sum_3d,daily_load_baseline_mean_prior,36500,0.5453639978124823,0.6135863755934219,0.6135863755934219
daily_load_baseline_mean_prior,daily_load_sum_3d,36500,0.5453639978124823,0.6135863755934219,0.6135863755934219
daily_load_sum_3d,daily_load_zscore_prior,27598,0.38886755832667075,0.5295545650143756,0.5295545650143756
daily_load_zscore_prior,daily_load_sum_3d,27598,0.38886755832667075,0.5295545650143756,0.5295545650143756
daily_load_sum_3d,fatigue_baseline_mean_prior,27327,0.03286521062762615,0.012313885973165215,0.012313885973165215
fatigue_baseline_mean_prior,daily_load_sum_3d,27327,0.03286521062762615,0.012313885973165215,0.012313885973165215
daily_load_sum_3d,fatigue_zscore_prior,16806,-0.05686980792278364,-0.0693400629377559,0.0693400629377559
fatigue_zscore_prior,daily_load_sum_3d,16806,-0.05686980792278364,-0.0693400629377559,0.0693400629377559
daily_load_sum_3d,readiness_baseline_mean_prior,27323,-0.01375075133366445,0.009835013713893923,0.009835013713893923
readiness_baseline_mean_prior,daily_load_sum_3d,27323,-0.01375075133366445,0.009835013713893923,0.009835013713893923
daily_load_sum_3d,readiness_zscore_prior,16858,0.05310418790996826,0.0034033203512892265,0.0034033203512892265
readiness_zscore_prior,daily_load_sum_3d,16858,0.05310418790996826,0.0034033203512892265,0.0034033203512892265
daily_load_sum_3d,wellness_report_present,36550,0.6754142499022822,0.7389406288092558,0.7389406288092558
wellness_report_present,daily_load_sum_3d,36550,0.6754142499022822,0.7389406288092558,0.7389406288092558
daily_load_sum_3d,session_recorded,36550,0.7339434233186062,0.7720500774771799,0.7720500774771799
session_recorded,daily_load_sum_3d,36550,0.7339434233186062,0.7720500774771799,0.7720500774771799
daily_load_sum_3d,daily_load_log1p,36550,0.7579643380701017,0.7867838348337707,0.7867838348337707
daily_load_log1p,daily_load_sum_3d,36550,0.7579643380701017,0.7867838348337707,0.7867838348337707
daily_load_sum_3d,session_duration_minutes_log1p,36550,0.7540891147483226,0.782732226695208,0.782732226695208
session_duration_minutes_log1p,daily_load_sum_3d,36550,0.7540891147483226,0.782732226695208,0.782732226695208
daily_load_sum_3d,session_srpe_log1p,36550,0.7570491897884681,0.7857486144283341,0.7857486144283341
session_srpe_log1p,daily_load_sum_3d,36550,0.7570491897884681,0.7857486144283341,0.7857486144283341
daily_load_sum_3d,daily_load_sum_3d_log1p,36550,0.8753958319688995,1.0,1.0
daily_load_sum_3d_log1p,daily_load_sum_3d,36550,0.8753958319688995,1.0,1.0
daily_load_sum_3d,daily_load_sum_7d_log1p,36550,0.7923207519955705,0.9218450350204798,0.9218450350204798
daily_load_sum_7d_log1p,daily_load_sum_3d,36550,0.7923207519955705,0.9218450350204798,0.9218450350204798
daily_load_sum_3d,daily_load_sum_14d_log1p,36550,0.742491337670038,0.8754507264411225,0.8754507264411225
daily_load_sum_14d_log1p,daily_load_sum_3d,36550,0.742491337670038,0.8754507264411225,0.8754507264411225
daily_load_sum_3d,daily_load_sum_28d_log1p,36550,0.6936407981167021,0.8312967029854664,0.8312967029854664
daily_load_sum_28d_log1p,daily_load_sum_3d,36550,0.6936407981167021,0.8312967029854664,0.8312967029854664
daily_load_sum_3d,session_duration_sum_3d_log1p,36550,0.876322099228409,0.9826815076147597,0.9826815076147597
session_duration_sum_3d_log1p,daily_load_sum_3d,36550,0.876322099228409,0.9826815076147597,0.9826815076147597
daily_load_sum_3d,session_duration_sum_7d_log1p,36550,0.7966897420461018,0.9095628006348724,0.9095628006348724
session_duration_sum_7d_log1p,daily_load_sum_3d,36550,0.7966897420461018,0.9095628006348724,0.9095628006348724
daily_load_sum_3d,session_duration_sum_14d_log1p,36550,0.7488024345498829,0.8658409220213128,0.8658409220213128
session_duration_sum_14d_log1p,daily_load_sum_3d,36550,0.7488024345498829,0.8658409220213128,0.8658409220213128
daily_load_sum_3d,session_duration_sum_28d_log1p,36550,0.7011917877399245,0.823648120529982,0.823648120529982
session_duration_sum_28d_log1p,daily_load_sum_3d,36550,0.7011917877399245,0.823648120529982,0.823648120529982
daily_load_sum_3d,session_srpe_sum_3d_log1p,36550,0.8745209137949148,0.9989908417796168,0.9989908417796168
session_srpe_sum_3d_log1p,daily_load_sum_3d,36550,0.8745209137949148,0.9989908417796168,0.9989908417796168
daily_load_sum_3d,session_srpe_sum_7d_log1p,36550,0.7917682466278608,0.9212988909245087,0.9212988909245087
session_srpe_sum_7d_log1p,daily_load_sum_3d,36550,0.7917682466278608,0.9212988909245087,0.9212988909245087
daily_load_sum_3d,session_srpe_sum_14d_log1p,36550,0.742012720580861,0.8750919329475334,0.8750919329475334
session_srpe_sum_14d_log1p,daily_load_sum_3d,36550,0.742012720580861,0.8750919329475334,0.8750919329475334
daily_load_sum_3d,session_srpe_sum_28d_log1p,36550,0.6932353514047724,0.8312745302215229,0.8312745302215229
session_srpe_sum_28d_log1p,daily_load_sum_3d,36550,0.6932353514047724,0.8312745302215229,0.8312745302215229
daily_load_sum_7d,daily_load_sum_7d,36550,1.0,1.0,1.0
daily_load_sum_7d,daily_load_sum_14d,36550,0.9516005756849633,0.9551151247907891,0.9551151247907891
daily_load_sum_14d,daily_load_sum_7d,36550,0.9516005756849633,0.9551151247907891,0.9551151247907891
daily_load_sum_7d,daily_load_sum_28d,36550,0.8940456103887515,0.9052300056160603,0.9052300056160603
daily_load_sum_28d,daily_load_sum_7d,36550,0.8940456103887515,0.9052300056160603,0.9052300056160603
daily_load_sum_7d,session_duration_sum_3d,36550,0.8813136467296957,0.9098371876620818,0.9098371876620818
session_duration_sum_3d,daily_load_sum_7d,36550,0.8813136467296957,0.9098371876620818,0.9098371876620818
daily_load_sum_7d,session_duration_sum_7d,36550,0.9730735153351917,0.9805442549113764,0.9805442549113764
session_duration_sum_7d,daily_load_sum_7d,36550,0.9730735153351917,0.9805442549113764,0.9805442549113764
daily_load_sum_7d,session_duration_sum_14d,36550,0.9289056480265139,0.938323571626536,0.938323571626536
session_duration_sum_14d,daily_load_sum_7d,36550,0.9289056480265139,0.938323571626536,0.938323571626536
daily_load_sum_7d,session_duration_sum_28d,36550,0.8751191945095214,0.8914798084768567,0.8914798084768567
session_duration_sum_28d,daily_load_sum_7d,36550,0.8751191945095214,0.8914798084768567,0.8914798084768567
daily_load_sum_7d,session_srpe_sum_3d,36550,0.8908240842085504,0.9205536484155136,0.9205536484155136
session_srpe_sum_3d,daily_load_sum_7d,36550,0.8908240842085504,0.9205536484155136,0.9205536484155136
daily_load_sum_7d,session_srpe_sum_7d,36550,0.997577310716219,0.9987490484183964,0.9987490484183964
session_srpe_sum_7d,daily_load_sum_7d,36550,0.997577310716219,0.9987490484183964,0.9987490484183964
daily_load_sum_7d,session_srpe_sum_14d,36550,0.9496906161095641,0.9541699301235143,0.9541699301235143
session_srpe_sum_14d,daily_load_sum_7d,36550,0.9496906161095641,0.9541699301235143,0.9541699301235143
daily_load_sum_7d,session_srpe_sum_28d,36550,0.8927220995225078,0.9048114671076785,0.9048114671076785
session_srpe_sum_28d,daily_load_sum_7d,36550,0.8927220995225078,0.9048114671076785,0.9048114671076785
daily_load_sum_7d,fatigue_mean_3d,20188,-0.035738234437988674,-0.036913428481465005,0.036913428481465005
fatigue_mean_3d,daily_load_sum_7d,20188,-0.035738234437988674,-0.036913428481465005,0.036913428481465005
daily_load_sum_7d,fatigue_mean_7d,21477,-0.012748810280470308,-0.017559882190002384,0.017559882190002384
fatigue_mean_7d,daily_load_sum_7d,21477,-0.012748810280470308,-0.017559882190002384,0.017559882190002384
daily_load_sum_7d,fatigue_mean_14d,22572,0.011731867494490286,0.003689180341286562,0.003689180341286562
fatigue_mean_14d,daily_load_sum_7d,22572,0.011731867494490286,0.003689180341286562,0.003689180341286562
daily_load_sum_7d,fatigue_mean_28d,23819,0.024416479461502938,0.01619113585844174,0.01619113585844174
fatigue_mean_28d,daily_load_sum_7d,23819,0.024416479461502938,0.01619113585844174,0.01619113585844174
daily_load_sum_7d,readiness_mean_3d,20190,0.08457364793294356,0.0527997554636589,0.0527997554636589
readiness_mean_3d,daily_load_sum_7d,20190,0.08457364793294356,0.0527997554636589,0.0527997554636589
