episode_gap_days,operating_point_type,operating_point_value,source_player_days,eligible_player_days,alert_count,alerts_per_100_player_days,positive_alert_days,precision,represented_onsets,captured_onsets,recall,false_alerts_per_captured_onset
1,top_n_per_team_day,1.0,16824,16824,674,4.006181645268664,39,0.057863501483679525,23,14,0.6086956521739131,45.357142857142854
1,top_n_per_team_day,3.0,16824,16824,2022,12.018544935805991,69,0.03412462908011869,23,19,0.8260869565217391,102.78947368421052
1,top_n_per_team_day,5.0,16824,16824,3370,20.030908226343318,74,0.02195845697329377,23,19,0.8260869565217391,173.47368421052633
1,percentile,0.01,16824,16824,169,1.0045173561578697,9,0.05325443786982249,23,3,0.13043478260869565,53.333333333333336
1,percentile,0.025,16824,16824,421,2.502377555872563,44,0.10451306413301663,23,16,0.6956521739130435,23.5625
1,percentile,0.05,16824,16824,842,5.004755111745126,62,0.07363420427553444,23,19,0.8260869565217391,41.05263157894737
1,capacity_sensitivity,0.05,16824,16824,842,5.004755111745126,62,0.07363420427553444,23,19,0.8260869565217391,41.05263157894737
1,capacity_sensitivity,0.1,16824,16824,1683,10.003566333808845,73,0.04337492572786691,23,19,0.8260869565217391,84.73684210526316
1,capacity_sensitivity,0.2,16824,16824,3365,20.00118877793628,90,0.02674591381872214,23,20,0.8695652173913043,163.75
