episode_gap_days,arm,pooled_positive_days,discrimination_positive_days,brier_score,log_loss,average_precision,roc_auc,calibration_intercept,calibration_slope,mean_prediction,observed_rate
3,A,104,104,0.00628654328944444,0.04146695963451542,0.07906727416451077,0.8524413900383048,2.5756518602481666,2.2220641456179715,0.02304914206901445,0.006184953910199227
3,B,104,104,0.0063325301215113,0.04215058396301142,0.09609054843915864,0.8314260373947848,2.312426571696897,2.122823374743838,0.02317824539883351,0.006184953910199227
3,C,104,104,0.006286964925485312,0.04153429683312067,0.08769064647037034,0.8584461058883567,2.90485619675198,2.322430023624067,0.023099968581896613,0.006184953910199227
3,D,104,104,0.006324593504925363,0.042008988471051396,0.09666847794898005,0.8355366508241978,2.0073194052313115,2.0194739348262893,0.023011779474262563,0.006184953910199227
1,A,113,113,0.006979559473417617,0.04562216660096508,0.09084293529853864,0.8606451101791486,1.4304343526509675,1.9814281970717775,0.027347870873572832,0.0067165953399904894
1,B,113,113,0.0070515820555967015,0.0464607041041503,0.10349913975183433,0.8430351202446272,1.1579178233982284,1.8749755462457367,0.02759903646457197,0.0067165953399904894
1,C,113,113,0.006972068634665085,0.045699146394360075,0.10006475739228507,0.8686359543424795,1.6433604803468236,2.055996685898674,0.02750962959590666,0.0067165953399904894
1,D,113,113,0.007039696328904715,0.04625879141066811,0.10813751496786117,0.8466082590683031,0.9607632407156443,1.804461860868034,0.027462865842769232,0.0067165953399904894
