index_type,relative_day,feature,observed_count,anchor_count,player_count,event_weighted_mean,median,player_equal_mean
reporting_reference,-9,wellness_metric_count,68,68,13,4.426470588235294,7.0,3.9145299145299144
reporting_reference,-8,wellness_metric_count,68,68,13,3.911764705882353,7.0,3.017094017094017
reporting_reference,-7,wellness_metric_count,68,68,13,4.720588235294118,7.0,4.145299145299145
reporting_reference,-6,wellness_metric_count,68,68,13,4.735294117647059,7.0,3.8856837606837606
reporting_reference,-5,wellness_metric_count,68,68,13,4.838235294117647,7.0,3.7991452991452994
reporting_reference,-4,wellness_metric_count,68,68,13,4.4411764705882355,7.0,3.442460317460317
reporting_reference,-3,wellness_metric_count,68,68,13,4.602941176470588,7.0,3.6709401709401708
reporting_reference,-2,wellness_metric_count,68,68,13,4.735294117647059,7.0,3.7895299145299144
reporting_reference,-1,wellness_metric_count,68,68,13,4.720588235294118,7.0,3.719017094017094
reporting_reference,0,wellness_metric_count,68,68,13,4.823529411764706,7.0,4.017094017094017
calendar_reference,-28,wellness_report_present,68,68,13,0.7205882352941176,1.0,0.6352258852258852
calendar_reference,-27,wellness_report_present,68,68,13,0.7205882352941176,1.0,0.6471306471306472
calendar_reference,-26,wellness_report_present,68,68,13,0.75,1.0,0.6952075702075702
calendar_reference,-25,wellness_report_present,68,68,13,0.7058823529411765,1.0,0.6086691086691087
calendar_reference,-24,wellness_report_present,68,68,13,0.75,1.0,0.7023809523809524
calendar_reference,-23,wellness_report_present,68,68,13,0.7647058823529411,1.0,0.7078754578754579
calendar_reference,-22,wellness_report_present,68,68,13,0.7205882352941176,1.0,0.6712454212454213
calendar_reference,-21,wellness_report_present,68,68,13,0.75,1.0,0.7023809523809524
calendar_reference,-20,wellness_report_present,68,68,13,0.7352941176470589,1.0,0.6831501831501832
calendar_reference,-19,wellness_report_present,68,68,13,0.6911764705882353,1.0,0.6776556776556777
calendar_reference,-18,wellness_report_present,68,68,13,0.7205882352941176,1.0,0.695054945054945
calendar_reference,-17,wellness_report_present,68,68,13,0.6176470588235294,1.0,0.5782967032967032
calendar_reference,-16,wellness_report_present,68,68,13,0.6764705882352942,1.0,0.6607142857142858
calendar_reference,-15,wellness_report_present,68,68,13,0.7647058823529411,1.0,0.6987179487179487
calendar_reference,-14,wellness_report_present,68,68,13,0.75,1.0,0.6602564102564104
calendar_reference,-13,wellness_report_present,68,68,13,0.7352941176470589,1.0,0.6185897435897435
calendar_reference,-12,wellness_report_present,68,68,13,0.7352941176470589,1.0,0.5109890109890111
calendar_reference,-11,wellness_report_present,68,68,13,0.7941176470588235,1.0,0.750915750915751
calendar_reference,-10,wellness_report_present,68,68,13,0.7205882352941176,1.0,0.5641025641025641
calendar_reference,-9,wellness_report_present,68,68,13,0.7794117647058824,1.0,0.750915750915751
calendar_reference,-8,wellness_report_present,68,68,13,0.7647058823529411,1.0,0.6923076923076923
calendar_reference,-7,wellness_report_present,68,68,13,0.7205882352941176,1.0,0.6172161172161172
calendar_reference,-6,wellness_report_present,68,68,13,0.7647058823529411,1.0,0.7316849816849818
calendar_reference,-5,wellness_report_present,68,68,13,0.7352941176470589,1.0,0.7039072039072038
calendar_reference,-4,wellness_report_present,68,68,13,0.75,1.0,0.6965811965811965
calendar_reference,-3,wellness_report_present,68,68,13,0.7205882352941176,1.0,0.6718559218559219
calendar_reference,-2,wellness_report_present,68,68,13,0.75,1.0,0.6452991452991453
calendar_reference,-1,wellness_report_present,68,68,13,0.7352941176470589,1.0,0.6431623931623931
calendar_reference,0,wellness_report_present,68,68,13,0.7058823529411765,1.0,0.6834554334554335
event,-28,wellness_report_present,68,68,13,0.5441176470588235,1.0,0.4258241758241758
event,-27,wellness_report_present,68,68,13,0.5294117647058824,1.0,0.3424908424908425
event,-26,wellness_report_present,68,68,13,0.5882352941176471,1.0,0.4184981684981685
event,-25,wellness_report_present,68,68,13,0.6029411764705882,1.0,0.5155677655677656
event,-24,wellness_report_present,68,68,13,0.5735294117647058,1.0,0.5068681318681318
event,-23,wellness_report_present,68,68,13,0.5588235294117647,1.0,0.3914835164835165
event,-22,wellness_report_present,68,68,13,0.5735294117647058,1.0,0.4174297924297924
event,-21,wellness_report_present,68,68,13,0.6029411764705882,1.0,0.4046092796092796
event,-20,wellness_report_present,68,68,13,0.5882352941176471,1.0,0.46001221001221004
event,-19,wellness_report_present,68,68,13,0.6176470588235294,1.0,0.4815323565323565
event,-18,wellness_report_present,68,68,13,0.6176470588235294,1.0,0.4655067155067155
event,-17,wellness_report_present,68,68,13,0.6029411764705882,1.0,0.4247557997557998
