regularisation_c,player_days,positive_days,prevalence,brier_score,log_loss,average_precision,roc_auc,convergence_warning_count,selected
0.001,8690.0,28.0,0.003222094361334868,0.003612646835285226,0.030367344605661685,0.01943205569839518,0.851053039548768,0,true
0.01,8690.0,28.0,0.003222094361334868,0.004183816689484947,0.030295744075731434,0.022875263700853077,0.8582725863376983,0,false
0.1,8690.0,28.0,0.003222094361334868,0.004510812452692908,0.03100287152413845,0.026819148810071643,0.7873635254147838,0,false
1.0,8690.0,28.0,0.003222094361334868,0.004949923375684456,0.03223029675901397,0.02968378702502516,0.8069193851634396,0,false
10.0,8690.0,28.0,0.003222094361334868,0.005325341705910058,0.03366773422421794,0.0262170209875466,0.7737944057789359,0,false
