model_id,player_days,positive_days,prevalence,brier_score,log_loss,average_precision,roc_auc,heldout_player_count,estimable_player_count,zero_positive_player_count,training_not_estimable_player_count
M1-F3,25405.0,308.0,0.012123597716984846,0.01197461374264493,0.06405293334428386,0.022308170813787043,0.6309277147524747,50,12,38,0
