model_id,brier_score,log_loss,average_precision,roc_auc
M0_GLOBAL_PREVALENCE,0.003405,0.03031,0.003222,0.5
M1-F3,0.003612646835285226,0.030367344605661685,0.01943205569839518,0.851053039548768
